fielddate	newsInd_krizis_share	total_cnt	newsInd_krizis_corr	newsInd_krizis_neg	newsInd_krizis_neg_len	newsInd_krizis_diff	newsInd_krizis_diff_len
2008-01	68.66364737913749	2940.0	25.878480054393204	90.05309217712818	62.34979156847018	90.23972532508495	63.23752011436152
2008-02	64.72841559339527	3519.0	29.773374480385808	83.33060199372012	42.308639656267545	83.61310087834745	43.524570590294246
2008-03	67.6588775555096	3804.0	37.295469470632504	81.02357327609299	42.28890100866701	81.30623214944045	43.52173539621536
2008-04	70.70875240835578	3866.0	41.270995906527375	80.6860688951033	44.35122595477131	81.00142000216869	46.46219743826761
2008-05	54.45350822754875	3533.0	30.19043735955476	85.72244771504405	51.94553893603106	85.96198258678608	52.9608306173084
2008-06	64.97568065288137	3647.0	35.62618803514527	81.81751187238575	42.346546286844344	82.04598644021779	42.875584756246106
2008-07	77.30512485230295	4116.0	50.39142152793223	80.97203209294688	40.13936676125715	81.27038243606921	41.21253234356231
2008-08	55.21137649180969	3897.0	37.20432144201712	81.38777754359597	40.57098367261812	81.61366322949424	41.3886492829257
2008-09	80.49457078813717	4005.0	67.4244771627184	79.57744822909056	32.85881097843447	79.8837852804318	34.52385761472364
2008-10	100.0	4299.0	100.0	79.78822646799519	33.066888872151736	80.10178513417658	34.60582524504084
2008-11	85.08317056474648	4123.0	79.11220659331762	74.72673717380782	25.145336461438696	75.03277032180328	26.45496347854546
2008-12	92.8837635148897	4653.0	91.89700238568165	71.95907292139593	15.705361931741223	72.33957428158061	17.317593810153816
2009-01	78.05290410255216	4137.0	70.28341944451327	79.32094987580535	34.8266112872832	79.60391660078487	35.82370364487005
2009-02	89.4037284036108	4097.0	79.17559277167581	73.9546996290044	25.33351501540063	74.28767977595558	26.517384203184378
2009-03	82.74540674369017	4560.0	82.6945688966457	70.41228015553457	19.444560022027957	70.6934560043073	19.896782908881733
2009-04	93.10197739458116	4248.0	76.88574343255196	64.87860423939637	16.446183940495963	65.11446450326756	17.128133043381247
2009-05	69.20717164586958	3787.0	51.74123120376471	77.75805433940339	38.92112175094532	77.96667872823068	39.36055008399306
2009-06	95.13949333297377	3882.0	67.23904066634746	74.45195477547513	32.9342447836463	74.63333476770008	33.071754304203665
2009-07	84.14788983076099	4039.0	63.774939696534176	71.39596106516615	29.622596667320167	71.55228806553491	29.39666942891926
2009-08	75.96843070405414	3414.0	44.68024092080396	77.70550607991082	42.609639894853544	77.80982634621633	41.67536805050796
2009-09	73.28989595460314	3756.0	51.50685880117155	73.5605576023052	31.82884744681621	73.74615784522177	31.862476574676624
2009-10	70.63984587025716	4148.0	54.44820379880938	71.1701281997861	30.212571558150014	71.40342355998868	30.768354365357368
2009-11	67.09496648124001	3697.0	42.61896202012872	74.52701475708885	39.75491695970412	74.69825175630108	39.86204711061659
2009-12	57.66168726422422	3926.0	42.65939329598298	71.340387760997	30.24023402855804	71.50521300463656	29.97882993975403
2010-01	62.57151012582504	3149.0	27.988580072681916	83.8018743432069	57.0588049739494	83.90696662126642	56.90606724211617
2010-02	56.52428719527045	3363.0	27.93766260559276	78.95377672001311	47.256860793866686	79.20926991256204	49.14602195288811
2010-03	66.367310797795	3957.0	41.623715448382804	68.54954902088876	25.9233830140015	68.74188800719554	25.617827026847987
2010-04	69.29462524475885	3559.0	36.6697709927888	74.02684507724686	40.00582352099746	74.1209277903507	39.18422278310206
2010-05	73.38936893023697	3241.0	34.8021805634641	81.77697630456235	55.32048573311194	81.90569173591552	55.61464336839311
2010-06	68.46672162205154	3526.0	36.61376878097139	76.01889220220883	41.027528284889556	76.17406671316895	41.10615877780237
2010-07	72.0384285914221	3462.0	34.119508681999164	79.9829123126791	50.75515020312957	80.17121622847377	51.90964165422382
2010-08	58.68197047872703	3389.0	26.425332111463447	77.07876135533674	42.366932616452594	77.17959281990453	41.53247524525863
2010-09	62.668919946552684	3447.0	30.176588322794178	79.56092060189637	48.04268496332544	79.70072237129969	48.456209894564644
2010-10	75.8449790078223	3338.0	33.031956802037726	83.02195041093444	55.948866970185726	83.20739010980716	56.844180249158654
2010-11	52.342564365666604	3377.0	26.200639205004418	78.2280425233555	44.890325735660866	78.37389278992411	44.953060420449866
2010-12	71.91026040930453	3278.0	29.69403716173637	81.8843671852851	52.64182751920167	82.03723772514246	53.57929252437678
2011-01	79.90170727097211	2964.0	27.41007606506646	81.20949710678978	57.0960116219401	81.25128890493286	56.60932175252539
2011-02	78.82249834334762	3274.0	32.12618268977105	74.5227173405937	41.60950164326264	74.64775857827448	41.62141746755426
2011-03	67.2974830315064	3540.0	32.97011300986845	73.59590968620968	42.33002368028859	73.68878965164235	42.05558887124291
2011-04	64.08210346948023	3503.0	33.36062196704287	73.50599296833828	38.06408072333989	73.62279733287977	37.80002926297215
2011-05	74.70848163525451	3349.0	33.0161045644193	78.94667809282461	49.273342208918564	79.08674611225602	49.976054805159194
2011-06	70.2543694139385	3361.0	32.325925988123714	77.69784503470324	44.860583149093294	77.79879683113387	44.56056568506622
2011-07	63.70980501610868	3334.0	28.473836474149515	76.84936112594835	46.54033301189412	76.92456081258636	46.34299215122988
2011-08	68.29489838818152	3556.0	34.76798750605078	73.2038877063746	42.2693233635265	73.27219974268019	41.73455295212356
2011-09	59.253375242757045	3189.0	28.125191135477372	79.63646726100608	50.93526358343507	79.6916729568138	50.125824825326376
2011-10	78.76785324255711	3653.0	46.8228292578072	74.00914405808525	38.29943139389879	74.12851338959356	37.93459376615119
