fielddate	newsInd_krizis_share	newsInd_krizis_corr	newsInd_krizis_neg	newsInd_krizis_neg_len	newsInd_krizis_diff	newsInd_krizis_diff_len
2008-05	24.234241310462995	14.24848090635794	75.19294002746304	65.38323411975125	75.15154511857448	65.59448734399679
2008-06	31.108243215278122	17.56572530097866	72.21044410364202	60.661427478466216	72.14792448109816	60.62695649566916
2008-07	30.51973909790408	19.95636548476957	64.33655558753509	55.48570153162069	64.17871501190534	55.27421157415781
2008-08	19.907153825949727	17.770748133267457	56.35983509483579	46.51852256243527	56.304104692019905	46.25551021139197
2008-09	55.0680319603122	56.61645234889474	45.858552965295914	35.8993153460808	45.83363353608766	37.16491171739328
2008-10	81.9656477243675	99.51867782189014	38.58956164129292	20.435101179216296	38.634269120664676	22.219666530571725
2008-11	68.74411936079994	71.63065716449225	52.685500224344565	36.487985985863915	52.87266786343527	38.57509124274187
2008-12	68.76022826473823	84.39473963956969	32.664259736462526	21.907292337106337	32.7004438611454	23.869258496367138
2009-01	57.17981913458808	61.25923018105044	50.73219078109619	42.978879624992715	50.53719447694573	43.012427098759865
2009-02	74.21419593200042	70.56059850844957	37.413773013507466	28.38371683321001	37.27439551053466	28.59810901736682
2009-03	74.1246658117504	83.35549788656343	36.40674769869412	30.522303790485598	36.14936869601999	30.54434690562094
2009-04	73.43089034961464	71.65093666519839	25.739192176757612	22.62286597124064	25.442957983921712	22.961531130061985
2009-05	56.80716310031168	51.68902940626479	39.74822125166473	34.84197537364655	39.47553633676825	34.78694780684833
2009-06	67.00735292170903	64.25103689018418	40.582124738931626	37.63372603813099	40.209149024456636	38.19680392728063
2009-07	55.521624351212125	51.376841968693505	44.68011778923811	39.41061730469743	44.40849948033613	40.32128520454667
2009-08	47.35447756265664	36.57846587119086	52.68082525915573	43.80694500962799	52.29034092128705	42.177650935249645
2009-09	58.582715348294364	52.123862416433504	43.652161619635066	43.32361129345295	43.32796297884737	44.25018678469668
2009-10	51.82895092662683	50.53604348182	45.36748287865939	45.45823949845501	45.0660237967293	46.59376162566022
2009-11	54.35914161703576	44.47483079354964	55.45817207675508	52.31863810898255	55.18603189068094	52.812672233004136
2009-12	47.89600183137866	47.067914324453575	48.71541578588955	43.23944425092411	48.44742844140339	43.6521291170789
2010-01	38.89558333316135	32.02491053623678	64.01267584980297	65.98899761507182	63.792339505737765	67.2233867410454
2010-02	42.54370641623744	35.699092305723404	54.71428859580702	57.86609641575129	54.50565235791159	60.18985305738185
2010-03	43.84955056293285	43.40862670172848	51.81463525481102	48.56018683636003	51.674519408750264	50.64014569710672
2010-04	51.66016926991327	47.97591207734479	46.386215764862335	54.893947189961324	46.128879249085486	57.8337974290158
2010-05	54.62653146697402	42.35553124162534	56.364977470417315	62.774781353400215	56.094680903100226	64.58975959068775
2010-06	55.04359240264784	41.88572591557022	48.22828386185548	53.62835069575466	47.77142344086515	54.13019153504628
2010-07	51.77366140831033	36.24558192808855	54.4415012409911	61.83836578017098	54.06070287504069	63.18267532379369
2010-08	37.678437595605736	28.20459300544705	42.891694267893534	40.09417235055425	42.41161049126215	38.37351858962083
2010-09	38.57478533867192	36.952550286109954	37.203371781181886	31.28874950238955	36.968377946809916	31.36827845767155
2010-10	41.06884269411325	40.72945229292563	51.26254776463878	48.27143088233692	51.210303125911025	49.64243958207244
2010-11	42.69126421936741	33.367634448796096	55.86598304207806	56.882262489388275	55.58466819511573	57.673423796247604
2010-12	50.51697737127744	38.290534024909206	44.90583262792941	51.02621684224882	44.53495989884571	51.626654903809545
2011-01	48.85366036722802	23.955572693681273	65.0594439293049	62.86005961704787	64.72542758382181	61.96237343902866
2011-02	50.16091199968701	29.158992819672214	59.713756555172374	58.127882339586606	59.38989239885271	57.96259604624832
2011-03	43.10591050507796	31.13979112632108	54.0163709699114	59.3690519341022	53.58961601029899	59.39825474002489
2011-04	39.632027532731016	25.771538746581932	58.903058771117685	56.105615705624814	58.59785179014537	55.76015604176909
2011-05	47.80055708759316	27.4651137046274	64.14599355664308	64.64274937019502	63.87627150597471	64.73500831481947
2011-06	37.874875079889065	28.487767920129293	57.02369922315328	52.45233581100733	56.75825414349755	51.864108343989116
2011-07	38.924955298826646	24.86315187772157	58.44322377859069	55.07002330366009	58.05016138060154	53.645238525983956
2011-08	43.42664203420269	33.175816283548656	49.13160295922331	48.885656470422546	48.58028913936504	47.260621434140205
2011-09	53.33172872655188	55.02827868319076	47.834856825948684	54.318614510195964	47.34733071322347	54.49996792355436
2011-10	57.9806455357071	53.30830243296643	52.804411185893215	49.608358525018396	52.46533187397365	49.404470932079036
2011-11	55.51568887989919	47.87048227253794	52.525467883854816	53.54355218160665	52.1956243777672	53.80565885421943
2011-12	49.28163839783912	48.32321197093458	43.24614407245482	46.13715307967529	42.984452083408144	46.806167311438955
2012-01	52.99102784578121	36.6515566035103	64.45928240233121	64.83683786122057	64.13284502207253	64.74251570749048
2012-02	64.44868964432659	38.5043494567778	52.75506474431312	51.59569323225741	52.6993167527575	52.775568379861575
2012-03	61.88948652917132	35.472174090616356	38.68748811430447	38.299979408659865	38.45132909831925	38.09201242674854
2012-04	46.14736704598175	24.980104199567684	42.35556055105515	36.9326098382863	42.18704363511749	36.62559391509567
2012-05	61.792615358896334	34.01047380818588	47.01006159040604	45.51117725324771	46.85409503439469	45.47747452852997
2012-06	65.61397341843028	40.11909180269678	43.09398127682976	45.597864124410464	42.837289721025236	45.65521085452879
2012-07	54.37498785241141	31.223257883802376	39.64984653223417	37.70209705937089	39.40264450118295	36.90290645918488
2012-08	48.9023244650361	21.941628986105908	43.621336437931745	34.5374128022697	43.38393897312379	32.41462265099481
2012-09	49.51395208097486	21.598684524369098	49.52128123193491	41.031224679830736	49.36573173534331	39.6809712422676
2012-10	36.88765217575119	21.199017246828273	47.00699730760374	38.670595153303246	46.842332151284914	37.69818389371495
2012-11	41.3983923852061	21.41911493612176	49.41788101264571	41.62666657212653	49.261391065025954	40.72868563837841
2012-12	34.336308571784855	17.39824720580193	49.763822652331996	42.45773885195262	49.720465426893426	42.49542737896246
2013-01	34.74171350440321	13.315513515029288	53.41615715940165	42.89046499820475	53.30127218129854	41.692596891817786
2013-02	33.87449520855359	15.318873446412605	53.43504640481934	44.41155562420056	53.27698621267602	43.482612473877076
2013-03	52.31570713449872	34.48320506345129	59.38443730827968	55.715456526352284	59.343860120033625	56.260643209327206
2013-04	40.41196378900176	25.296122606790977	51.32145283486662	44.12706484076119	51.20452230925091	43.36767976044803
2013-05	34.98184561988424	13.985571234996637	61.5188865986554	53.08255053428021	61.41342889406917	52.201520338452305
2013-06	35.031377799414976	21.488515082320365	58.19620920781263	52.67365212999391	58.19459842808027	52.733409526660985
2013-07	38.3270829782804	22.17881857856509	59.73032800348646	51.96103975101713	59.638868384943756	51.43023858163704
2013-08	40.57213140544175	20.198783552918126	63.07820364159455	57.06521225727492	62.98758852279669	56.520697488680916
2013-09	36.677578939773944	26.17496829675388	57.191823944138164	53.17485884793072	57.26976943301284	54.75463627384005
2013-10	53.032100605857856	32.139445323814066	54.59705444997966	47.98469533395825	54.57497665096756	48.24195546312743
2013-11	54.258220449298186	26.842828453292753	59.198550015381954	52.59502331262295	59.21186683291792	53.21158695060384
2013-12	51.94451702165772	32.64600410863193	57.38782827629146	52.44812146871619	57.4581478757091	54.13889284260467
2014-01	59.499645198119644	30.852193174703306	66.34126791703216	62.54088677358714	66.35983244002028	63.41930835279371
2014-02	73.4600890080809	39.817053425431055	60.719846055391784	57.40949524690637	60.80518144631964	58.71571765862372
2014-03	77.92714708858132	53.09647297069797	58.478808895052154	56.22141813696837	58.595632949481406	58.5531937546786
2014-04	70.29604351775521	45.08482905672593	53.031732913924564	55.104769929661565	53.04259521972384	57.72193982496488
2014-05	70.69640957980373	22.605858724306994	77.93712330303723	82.46676417673443	77.84641644179479	83.8083447372001
2014-06	61.03522207391604	19.725787172813362	78.13776035207428	82.02549432562405	77.9952372271031	82.51943805559085
2014-07	73.23450768536935	34.31044678160423	67.21768430356603	72.96033799208756	66.99412706136116	73.33451045626629
2014-08	74.97280533137874	32.222631863374936	69.48242375409019	75.26557250596798	69.28801123514381	75.97601643620493
2014-09	75.06946718751371	42.003083152363196	62.81027502106468	68.35453669375703	62.675810333723454	69.86521037877993
2014-10	67.28427663356501	55.134648396445776	64.51963704883292	65.35491674472536	64.52238213391735	67.17873081104996
2014-11	68.93057970429462	51.46585647226953	69.72335823004845	69.76036389806866	69.70613229506021	71.20395641532637
2014-12	89.6654505005958	90.05285642504927	59.324136031001125	57.72145166006203	59.27770092869598	59.06219237233441
2015-01	82.11976062640476	51.58826771233844	74.15133985920305	72.46057819802843	73.96341690013038	72.27300400259651
2015-02	79.91841957472914	57.990408551559796	66.99074072990854	67.51656482333296	66.97095973012871	69.05679703717664
2015-03	65.6557978299073	58.114688066492434	61.27887796658996	60.95465270247124	61.36600745101938	63.17568847809961
2015-04	60.76028318224061	58.23997724002736	59.83028242263387	58.94630296638259	59.91719176243684	61.03435517548441
2015-05	58.74434200408684	39.53167531380955	76.06341314705341	76.67715827975081	76.0945750416536	78.2453858392126
2015-06	58.869104729743924	55.0422434325623	62.76471004312904	62.6662779693084	62.79044643101744	64.30875398668057
2015-07	61.66538582539028	59.95958890860339	64.127996765003	64.65397261213202	64.18937836032207	66.60258320663714
2015-08	57.62951669754401	54.5600386841466	66.25692243388916	63.23011069575754	66.11497315020958	63.14049851304726
2015-09	52.180892532623055	49.80419792736128	61.68614173926701	60.577912185550574	61.73862572837305	62.49403918324323
2015-10	55.45247644009468	51.63094168834246	62.09060788698541	61.34203253543454	62.067128745500995	62.798240824292826
2015-11	44.83829264304027	37.45054677151843	60.134000535458185	60.33717923277976	59.88579406174938	60.10984545503467
2015-12	51.903288955293654	43.200371025067824	62.64802204768269	67.29726519534448	62.46424945956225	67.9604321967117
2016-01	58.5628764144632	38.205710321935655	75.69258930827887	73.60019460200868	75.55085067838186	73.50524919052721
2016-02	50.60823190940737	40.228483653440115	64.61861230238368	64.48202009709138	64.54274935609358	65.62801022132761
2016-03	47.45419238365654	47.288196291318016	59.706475742551305	57.71056371793082	59.74531078968453	59.94470688444255
2016-04	52.85850612885754	55.066357573604186	52.311699557789005	49.26994050264127	52.49137865895372	52.72144261993015
2016-05	50.69833128009264	46.122193379720464	66.51538054116449	62.95809161264285	66.75364326850085	66.44716089282805
2016-06	47.42808939099625	52.850031485033156	58.71607768122516	53.65416834074807	59.080327692435766	57.73368235790578
2016-07	40.15870188302197	36.01074535919338	70.28775967798627	66.87094981697453	70.4607350820084	69.22979034757834
2016-08	39.591793961729365	30.426372247717143	75.36393736003194	73.39301030893881	75.44343909132591	74.99633792356309
2016-09	36.40204761975083	43.52291566680273	68.15252764850663	62.59685207241735	68.71920045848015	68.22178348811873
2016-10	38.00023561188256	41.07128953285003	67.4524400542162	62.352160918894384	67.90328177674608	67.00639215678702
2016-11	40.82449700807132	32.223827750397035	72.26039215241457	66.17038727246836	72.59587388799666	69.63006621072356
2016-12	31.950153055948046	33.19751975624331	68.05777775620429	66.06009305036963	68.21097190171268	68.51398553227784
2017-01	31.312916787437292	21.005917733653813	82.64125432034493	80.48928254826455	82.70637565990677	81.6444106824308
2017-02	25.994184375336	21.185777363990866	75.83017978171807	72.67624805370781	75.93726958410082	74.15115598817667
2017-03	39.70112557321772	28.3230664499802	74.13112244370114	73.16735498016718	74.13309094623474	74.13853435087752
2017-04	31.06664125481183	23.23577003239236	69.21078000287457	69.64198955343377	69.10404350632739	69.64597534632985
2017-05	29.829049284300048	20.375460013342718	79.90574353092504	77.67739621863656	79.91828443403307	78.15443265706705
2017-06	27.78710954066404	21.579902783026476	74.85393539530456	71.02327056684906	74.90575851083946	72.06935987329406
2017-07	24.184419915157612	21.80576205370255	77.51644873251273	76.05536679978574	77.4882698660307	76.3395345638204
2017-08	29.250402249169646	22.652721884506718	76.1142630007036	76.06238289342296	76.01546763907552	75.80840643010035
2017-09	23.521910877253305	27.850700202397242	71.12983203651575	65.37937892880291	71.26434803743103	66.97489932363669
2017-10	26.279422412741845	24.8682335009937	75.51354147601785	72.318854009427	75.64024046669127	73.88670235220101
2017-11	24.632329820613624	22.12863340165711	75.30757969417792	74.5577973627097	75.37876359393088	76.04785820369116
2017-12	28.162822210892674	26.516346880575163	70.92394677956136	72.0384920439584	70.95746357409028	73.65068767950129
2018-01	26.429157824486538	16.249310052801448	78.81101475006194	80.32934033751607	78.78299044613811	81.18516233577084
2018-02	30.99554544043036	22.61450745658138	71.69811704551722	71.74196515165058	71.62629829841431	72.33661068689878
2018-03	11.483737031850099	20.04978230309799	62.97827201338391	63.254415094099365	62.803309870585984	63.026003397853756
2018-04	34.52681988745209	29.319828470922477	65.12229642018931	68.16216526115421	64.96083733076597	68.486893415776
2018-05	27.67747216639257	21.53208909118178	76.96597204998092	77.8780197717544	77.05156030706102	79.66989680495166
2018-06	19.27653977478222	20.33067547779583	78.31382652557065	78.8710896720268	78.44358852258803	80.9049809652382
2018-07	20.645678012335917	21.059780050869154	73.97774622653259	73.6522614569408	74.05038093573054	75.51829378058986
2018-08	32.48797476900942	27.55177728245155	73.01571422963755	74.07638227380501	72.92439950172518	74.5846238399516
2018-09	22.89255398449987	26.24772687326191	67.01223924493347	64.35021914061937	67.09158934829372	66.34051007934839
2018-10	25.73412119106826	30.748745695074245	59.08479883131702	60.495942835200026	59.12514927009516	62.41032451622367
2018-11	25.337889298825846	23.05924333785372	67.24196567964177	68.6574680047714	67.14964927700792	69.47075128656783
2018-12	23.786818160693493	23.531309833894763	64.33570187001106	69.3876713035744	64.2438642567582	70.84510337004299
2019-01	31.380892502413815	20.720978655327237	69.79696188799369	73.39693555556178	69.62032485223874	73.57974803756271
2019-02	27.221910364176757	21.560203634691224	64.72757110098166	68.07696018206397	64.60892292663503	68.73230838589984
2019-03	25.66964973279912	20.712673535700656	71.93492161897929	74.13927898491696	71.82102984985252	74.69735286901343
2019-04	17.208173771980906	19.826144293188136	75.63915862019124	73.83301117486066	75.70531197039868	75.40950451968325
2019-05	23.276465360722124	17.052112113839407	76.65692452680793	73.80720514604272	76.62085008013153	74.37656589317494
2019-06	24.51255645171294	23.202474068823346	67.47627424995136	66.29037792295351	67.45107492991782	67.39704840362704
2019-07	24.09468547005252	23.544830497508826	67.46824611190138	62.583195740848666	67.36880059719127	62.554904256010886
2019-08	34.71260769144996	23.159318423878656	71.29574903695618	68.02858050231033	71.18112176147658	68.04673483495922
2019-09	21.2853777553525	23.69044166052142	66.19580552788422	64.04679018045591	66.21288250341536	65.41147138078524
2019-10	21.38973524405448	41.52329093575961	45.83210321464948	37.94352612997977	45.915563228679254	37.53151585311591
2019-11	19.538389549233745	36.72765417978049	45.377302921237636	37.791284365674024	45.39083651520882	36.7841737572367
2019-12	16.456276061458254	33.876404540348126	47.11060748081783	41.87271997878009	47.14821527355389	41.638074005087816
2020-01	8.856230928000599	25.889298351723927	57.07051106141728	51.976933722634506	57.12938393199787	52.141631521300994
2020-02	14.740203787525475	32.03143864498826	52.85295418007823	47.43532722901722	52.815790042998906	46.524399938918265
2020-03	36.45614818043333	66.83525249726802	47.64294686990404	46.43761054218334	47.68618336087147	46.778761308100925
2020-04	40.85869801899004	50.14370911800943	41.05060924846536	47.08569788996378	41.047227999007525	48.57070227816911
2020-05	25.285817461643504	27.02540536403798	64.30213318005495	60.66448354833017	64.3663524124438	61.716873127854335
